doc_idxs,tokens,tags,clidxs,base_forms
ru-134,"Евгений Хвостик Оскорбление чувств верующих — явление глобальное : законы , согласно которым богохульство является уголовным преступлением , существуют в 59 странах мира и применяются на практике в 36 из них .",B_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B_PER-Evgeny-Khvostik I_PER-Evgeny-Khvostik O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,Евгений Хвостик O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
ru-134,Смертной казнью богохульство и вероотступничество караются в 13 государствах .,O O O O O O O O O O,O O O O O O O O O O,O O O O O O O O O O
ru-134,"Богохульством могут посчитать статью в газете , вопрос в студенческой аудитории , запись в Facebook",O O O O O O O O O O O O O O B_PRO,O O O O O O O O O O O O O O B_PRO-Facebook,O O O O O O O O O O O O O O Facebook
ru-134,"Наконец , чувства верующих способен смертельно оскорбить неверующий — просто тем , что не верит .",O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O
ru-106,"Министр иностранных дел Великобритании в отставку в понедельник , 9 июля , в письме премьер-министру Терезе Мэй",O O O B_LOC O O O O O O O O O O O B_PER I_PER,O O O B_GPE-Great-Britain O O O O O O O O O O O B_PER-Theresa-May I_PER-Theresa-May,O O O Великобритания O O O O O O O O O O O Тереза Мэй
ru-106,Ими являются его несогласие с мягкой политикой выхода страны из Евросоюз,O O O O O O O O O O B_ORG,O O O O O O O O O O B_ORG-European-Union,O O O O O O O O O O Евросоюз
ru-106,"По его словам , "" Брекзит ть шансом вести дела по-другому , стать более гибкими и динамичными и максимально использовать преимущества Великобритании",O O O O O B_EVT O O O O O O O O O O O O O O O B_LOC,O O O O O B_EVT-Brexit O O O O O O O O O O O O O O O B_GPE-Great-Britain,O O O O O Брекзит O O O O O O O O O O O O O O O Великобритания
ru-106,""" Эта мечта умирает , задыхаясь в бессмысленных сомнениях в самих себе "" , - написал Джонсон",O O O O O O O O O O O O O O O O B_PER,O O O O O O O O O O O O O O O O B_PER-Boris-Johnson,O O O O O O O O O O O O O O O O Джонсон
ru-106,6 июля британский кабинет министров овал коллективную позицию по будущим переговорам с Евросоюз,O O B_ORG I_ORG I_ORG O O O O O O O B_ORG,O O B_ORG-Cabinet-of-the-United-Kingdom I_ORG-Cabinet-of-the-United-Kingdom I_ORG-Cabinet-of-the-United-Kingdom O O O O O O O B_ORG-European-Union,O O британский кабинет министров O O O O O O O Евросоюз
ru-106,"По его итогам Мэй Великобритания ание зоны свободной торговли с ЕС а "" .",O O O B_PER B_LOC O O O O O B_ORG O O O,O O O B_PER-Theresa-May B_GPE-Great-Britain O O O O O B_ORG-European-Union O O O,O O O Мэй Великобритания O O O O O ЕС O O O
ru-106,"По мнению Джонсон ения , о которых договорилось правительство , являются , по сути , следованием предписаниям Евросоюз",O O B_PER O O O O O O O O O O O O O O B_ORG,O O B_PER-Boris-Johnson O O O O O O O O O O O O O O B_ORG-European-Union,O O Джонсон O O O O O O O O O O O O O O Евросоюз
ru-106,""" Мы действительно движемся к статусу колонии и многим будет трудно увидеть экономические и политические преимущества таких договоренностей "" , - указал теперь уже бывший глава внешнеполитического ведомства Великобритании",O O O O O O O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG I_ORG,O O O O O O O O O O O O O O O O O O O O O O O O O O B_ORG-Foreign-Office I_ORG-Foreign-Office I_ORG-Foreign-Office,O O O O O O O O O O O O O O O O O O O O O O O O O O внешнеполитическое ведомство Великобритании
ru-106,Его преемник пока не назван .,O O O O O O,O O O O O O,O O O O O O
ru-106,"Смотрите также : Сказал , но не подумал : почему Борису Джонсону глава МИДа",O O O O O O O O O O B_PER I_PER O B_ORG,O O O O O O O O O O B_PER-Boris-Johnson I_PER-Boris-Johnson O B_ORG-Foreign-Office,O O O O O O O O O O Борис Джонсон O МИД
ru-106,Бывший мэр Лондона главных сторонников Brexit т Великобритании,O O B_LOC O O B_EVT O B_LOC,O O B_GPE-London O O B_EVT-Brexit O B_GPE-Great-Britain,O O Лондон O O Brexit O Великобритания
ru-106,Новый премьер-министр Тереза Мэй Да .,O O B_PER I_PER O O,O O B_PER-Theresa-May I_PER-Theresa-May O O,O O Тереза Мэй O O
ru-106,Джонсон у придется вести переговоры с лидерами стран со всего мира .,B_PER O O O O O O O O O O O,B_PER-Boris-Johnson O O O O O O O O O O O,Джонсон O O O O O O O O O O O
ru-106,"Выстроить отношения с некоторыми из них будет непросто из-за резких и неоднозначных высказываний , которые в прошлом позволил себе Джонсон",O O O O O O O O O O O O O O O O O O O B_PER,O O O O O O O O O O O O O O O O O O O B_PER-Boris-Johnson,O O O O O O O O O O O O O O O O O O O Джонсон
ru-106,Кого он успел оскорбить ?,O O O O O,O O O O O,O O O O O
ru-106,"Сказал , но не подумал : почему Борису Джонсону ЕС",O O O O O O O B_PER I_PER B_ORG,O O O O O O O B_PER-Boris-Johnson I_PER-Boris-Johnson B_ORG-European-Union,O O O O O O O Борис Джонсон ЕС
ru-106,Перед референдумом по Brexit Джонсон й в адрес ЕС,O B_EVT I_EVT I_EVT B_PER O O O B_ORG,O B_EVT-Brexit-Referendum I_EVT-Brexit-Referendum I_EVT-Brexit-Referendum B_PER-Boris-Johnson O O O B_ORG-European-Union,O референдум по Brexit Джонсон O O O ЕС
ru-106,"Так , в интервью The Sunday Telegraph Евросоюз здать сверхгосударство .",O O O O B_PRO I_PRO I_PRO B_ORG O O O,O O O O B_PRO-The-Sunday-Telegraph I_PRO-The-Sunday-Telegraph I_PRO-The-Sunday-Telegraph B_ORG-European-Union O O O,O O O O The Sunday Telegraph Евросоюз O O O
ru-106,"Наполеон , Гитлер хотели сделать нечто подобное , но плохо кончили "" .",B_PER O B_PER O O O O O O O O O O,B_PER-Napoleon-Bonaparte O B_PER-Adolf-Hitler O O O O O O O O O O,Наполеон O Гитлер O O O O O O O O O O
ru-106,"И именно с этим "" сверхгосударством "" Джонсон ело .",O O O O O O O B_PER O O,O O O O O O O B_PER-Boris-Johnson O O,O O O O O O O Джонсон O O
ru-1151,Новым главой Министерства иностранных дел Великобритании Хант .,O O B_ORG I_ORG I_ORG I_ORG O O,O O B_ORG-Foreign-Office I_ORG-Foreign-Office I_ORG-Foreign-Office I_ORG-Foreign-Office O O,O O Министерство иностранных дел Великобритании O O
ru-1151,Он сменил на посту Бориса Джонсона ал в отставку .,O O O O B_PER I_PER O O O O,O O O O B_PER-Boris-Johnson I_PER-Boris-Johnson O O O O,O O O O Борис Джонсон O O O O
ru-1151,Об этом сообщает ONLINE.UA С .,O O O B_PRO O O,O O O B_PRO-ONLINE-UA O O,O O O ONLINE.UA O O
ru-1151,""" Чрезвычайная честь быть назначенным министром иностранных дел в этот критический момент в истории нашей страны .",O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O
ru-1151,"Пришло время поддержать нашего премьер-министра , чтобы получить большую сделку по Brexit",O O O O O O O O O O O B_EVT,O O O O O O O O O O O B_EVT-Brexit,O O O O O O O O O O O Brexit
